left,right,container_chain,status,left_sha256,right_sha256,left_member_count,right_member_count,member_count_delta
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/footprint_board.narc,left-only,8d717b0349d66aee622b03653e4ef3827ab3110ddf0c6927633c0d6d8e905953,,30,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/hiden_effect.narc,left-only,85d834c089435928fcea971930c872f0cb62040ddd421a25c8e4dda91910a7dc,,15,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/library_tv.narc,left-only,d6ac6da421d558c9a4d858155717df3e749f20c6d98cd0fc089841b3c17c7e9b,,5,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/library_tv.narc!/member_00000,left-only,a74e565a6465c909e37f9d200f635d0593858a5b49236785eededf4f47cd7f68,,50,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/library_tv.narc!/member_00001,left-only,05fe8f3d86de699f4c02c3a4aa5b23acac68427276a2686ef5b969ad54e53dae,,10,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/lobby_news.narc,left-only,e942ae3022b4020b85e960e288efacbd54946fd52b0d7a93f01fc6cbafe811dd,,7,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/mail_gra.narc,left-only,e0c78256d8335716657696d8363b71671606d5634d69e0cfdeb188ee9fde7655,,37,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/menu_gra.narc,left-only,85984abae7f2d5765c97dd596512d42212029ad56892c6c2c973e5450ec928fd,,11,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/mysign.narc,left-only,f36c892150dee7567ade0c901eb52ae2fa9d814a53fdeddfa63dd48c46cdc94f,,10,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/ntag_gra.narc,left-only,1b969b5e73d02857755726622b61c5251dfa3f068a410296d193d22fa6d44d6f,,134,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/oekaki.narc,left-only,a81ac3264060405b30d9393f0dfc6bde237479fed739e124310e09991a5be4a1,,9,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/opening.narc,left-only,a7f697f95321dcfb2e9c8f155daa0b032932c42215a627e0e2397cd455c61d20,,21,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pl_font.narc,left-only,f6434c57cf00f1a4febb78e2820a111e10410e8a2117500910530bffa6269725,,10,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pl_wifinote.narc,left-only,e61f007253e472e324b2c6bf03c94df16559ec5d963adc6ea7d0bbb89988b2f0,,19,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pl_winframe.narc,left-only,a6299f58d33c4a1c6bb808b068c79bb8a96c15118e2eb1fc42288f8ca5776db7,,50,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pmsi.narc,left-only,0654fe9ef26ab42e224dc0992aa02776834522c7902edb7fe4ef1a0db5db7a5e,,26,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/poru_gra.narc,left-only,9b60ede5071fed56136a5fcd31e062f0ed0fa58f3d02e0471664ea8400c8371f,,12,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/poruact.narc,left-only,3690bbdc63e30a2ed1a8b7082593f0aab37c1ee3bab29c415612ef9424b356b8,,32,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/porudemo.narc,left-only,2a62543af8b1f73ecca4a902b1e7d384c4785dc865923d0a08ae00c013f01d65,,6,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/ranking.narc,left-only,41edac6df8e779a1fa6dbab5e60856b931050533f461cd6765ee5cdb5bc43aae,,4,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/record.narc,left-only,8584c458b83be6acc90d16a94d606576ae0d8ca06a82d893be39f2c0ddce429f,,15,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/shop_gra.narc,left-only,f719619e55739ba399779231b1aca23ca8a7472255a58f5cc432cf72aac0b678,,12,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/tmap_gra.narc,left-only,5685b1b9bad1bef0d69d4a3ecfb624aa3b54f91b36e7eaa474d4bbd2412e9cff,,30,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/unionobj2d_onlyfront.narc,left-only,52433ee18083e47020ce2e58c2cb263cda14f4e8d724f2dd3e0b0991d9e6364c,,57,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/unionroom.narc,left-only,18af9494db8ab737185c930bb3ffa6db52b3b11a643108bc1eae48305ad24428,,8,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/waza_oshie_gra.narc,left-only,6fca079a9b8ac505a6825bf703423bba492e14eac7c292f181c702761c572dd1,,13,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/wifi2dchar.narc,left-only,1add9c83f3bd71f566b5864539716fbd2e5eb29a63a942d55302256501a437cd,,315,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/wifi_lobby.narc,left-only,8422c63b78b94efdbb737babd50873c35892396de643ef46cfaa5d01e9356c15,,204,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/wifi_lobby_other.narc,left-only,199e9668c71681416af4d065537d2117b7f71731e8d1554992897d6049be1a8e,,208,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/wifi_unionobj.narc,left-only,de651e7bb614bae1eed2d03787129691f71bf4553af73a816b709dadc0a8f486,,49,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/winframe.narc,left-only,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,,50,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/worldtimer.narc,left-only,13e502908754b831ef43517d5b8762490756f50e764e15a6f22aaabf7264e4a0,,57,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/worldtrade.narc,left-only,12a39400dfeeda7cb9937c026f4354237b65670ca535ba0a21d8deaf162cbad1,,38,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/item_data.narc,left-only,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,,442,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/item_icon.narc,left-only,3283f84a96e8a9726808a3867afaa2e98788986176afac1ab1a266633d60a30b,,711,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/nuts_data.narc,left-only,671d1d33478a40e89f5d9811827649b880666321bf7dfe83b4c7be4fce69c97e,,64,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/pl_item_data.narc,left-only,7e08d3e9a9403d41a340446a6d5d4308c643656462948777928c60e4afd5350f,,446,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/msgdata/msg.narc,left-only,338980041f88e4efafab074450286e0f1f0a0349076a794a773d726939c166e0,,612,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/msgdata/pl_msg.narc,left-only,31a58fe9f085d79f74469d353787c2a53c50879c94c218d822b8700ff3f9095a,,714,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/msgdata/scenario/scr_msg.narc,identical,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,16,16,0
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/particledata/particledata.narc,left-only,78d15ced7d57f02cedbb1a7fc5d72d69fe8442d8968179bfe3672c62c1250e7a,,6,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/particledata/pl_etc/pl_etc_particle.narc,left-only,110f8f54bef229000d3cffdc00278bc5a72982f20a8a17f12e10db47595edad5,,2,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/particledata/pl_frontier/frontier_particle.narc,left-only,a4f9e4985c64b844909cfc2008cfcfc9f03fe5fc149e81fc3d49667a7db9285a,,7,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/particledata/pl_pokelist/pokelist_particle.narc,left-only,2c8ec477064fc89884f0fb6689b19513514443f3256f0ebf3d88c9a0dbb15324,,2,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/b_plist_gra.narc,right-only,,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,,28,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/bag_gra.narc,right-only,,eeae9d36baa1022ff4827cbdc6eb7d28a33823606468acaedfa3eb808cb755e8,,39,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/batt_bg.narc,right-only,,bcf2c24ae32b38a546b9b293b16af3782b706fd6dc5ec9d58c1e245655ce05ab,,257,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/batt_obj.narc,right-only,,ed8f501abdfaf4d9b1880ba24699cdd6e4e592a378008263e10ac7a55587e5c3,,279,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/font.narc,right-only,,97b5d1de58b7e625daf6b5894635bc139dab283ff060976c8dfe8fe4e6c41d6a,,10,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/growtbl.narc,right-only,,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/item_data.narc,right-only,,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,,442,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/msg.narc,right-only,,338980041f88e4efafab074450286e0f1f0a0349076a794a773d726939c166e0,,612,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/otherpoke.narc,right-only,,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,,213,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/personal.narc,right-only,,9bc883e846af6cc0810251c8ce05663ceadacac0f47dd83a24a93fa0cea75392,,501,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/plist_gra.narc,right-only,,afc98cdfaa34fe70ebc99f219682c3ce989b648ad91fcfcfb42bfd81294f4cf5,,24,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poke_anm.narc,right-only,,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,,134,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poke_icon.narc,right-only,,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,,540,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokeanm.narc,right-only,,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokegra.narc,right-only,,71e0090fbcbdf63d74c58ad78b5d256d8da09d3d028cc18faf6f5dcd99e8c424,,2964,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poketch.narc,right-only,,a10047668e5d0091fefc4fa8ad5c662f27c226fd984b51c1443c68add50e6dd3,,126,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokezukan.narc,right-only,,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,,1,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pst_gra.narc,right-only,,e83530ff8e24ad7cdc88f1f46f3ce7573695e9e63dfbc5e87f39cee72c227b92,,137,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/waza_tbl.narc,right-only,,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,,471,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/winframe.narc,right-only,,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,,50,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/zukan.narc,right-only,,7fa5f1c902fde5f4aaa2c88007603d1d1c49af8f1a487513c2292bed5dc3ee09,,130,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pokeanime/pl_poke_anm.narc,left-only,2299c76f657dc870b240264e3bedf25e931ee3adc767a0c9a28b4ff20409a869,,143,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pokeanime/poke_anm.narc,left-only,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,,134,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/icongra/pl_poke_icon.narc,left-only,faf07645f4989ccee23e20a8052368b61ade363ce018bc36087e33a80424b760,,547,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/icongra/poke_icon.narc,left-only,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,,540,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/evo.narc,left-only,fe6e4ec493a393cac0ed89c22f7ffe00e4174fbc79025dd714188ae07b37862d,,508,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/growtbl.narc,left-only,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/personal.narc,left-only,9bc883e846af6cc0810251c8ce05663ceadacac0f47dd83a24a93fa0cea75392,,501,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/pl_growtbl.narc,left-only,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/pl_personal.narc,left-only,7f80d8dfa9e19d3695e336dcb46221367d8413478f503ce57cdf3cbb89a36c3e,,508,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/wotbl.narc,left-only,a5cc293dd309f31cb6684940013d03f3c6e5cf5565e45905d57b48421a94ad5a,,508,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pl_pokezukan.narc,left-only,19c9768945fb460838662a737bb3f887404fd5c010ab42a6c4ff652716ce3ad7,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/poke_edit/pl_poke_data.narc,left-only,a9ea1cd0ba4376852c9f5c607f426c905efd7e9288c377e5fe3dca71eb23e081,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokeanm/pl_pokeanm.narc,left-only,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokeanm/pokeanm.narc,left-only,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokefoot/pokefoot.narc,left-only,181e87eb2bf79ba6e73124d1f694e801aa48844dcdd85e66c0bd2c707e8f8688,,497,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/dp_height.narc,left-only,b44492aa09f74d2cf5f41ca13c2f7fc6d8238258c64ef49f2c23c1ac15dccec3,,1976,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/dp_height_o.narc,left-only,8dcef49c4815fdd7662b78ad140858fa23fba5971fae866cb6581f3cb0c8f6bd,,136,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/height.narc,left-only,8d4dafb68c361a2a8822227fe34a92c84d74698256d9e6b0ef0ac0c5ef6c6e34,,1976,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/height_o.narc,left-only,d6af79fe9dc45bf46beba2e3ecb624865636405c1cd6a395af0be35610ecdeda,,156,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/otherpoke.narc,left-only,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,,213,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/pl_otherpoke.narc,left-only,bcce60993746ec909b6d4eee51f8b04dc7176e637bc7f41572cb133a005a2ca5,,253,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/pl_pokegra.narc,left-only,d99ed134b21b03ae7eef8a1c8aff3072fa50ead053179bb747c008e1cfb7ed9f,,2964,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_shadow.narc,left-only,037338ffc4f027a249f506b8171dc872c875477158f019e4ea503d1ade6255ec,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_shadow_ofx.narc,left-only,0e145a476fc5d98620d37f98322efbf812cf597d4b0675beaf87846d3a643885,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_yofs.narc,left-only,a5984361e6e9167321a9b4f5ce444a3b628d36520e97e8d9c61c1477ff157969,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/pokegra.narc,left-only,71e0090fbcbdf63d74c58ad78b5d256d8da09d3d028cc18faf6f5dcd99e8c424,,2964,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokezukan.narc,left-only,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/shinzukan.narc,left-only,41dd9ddb49807ce7fbf78ea54ee45cf1b3749c020eff9f3b797da9627d03219a,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trainer/trdata.narc,left-only,15dda47cd7b3942a85cf56a0f468ba0847226d5a78b5e1f283b9ce37ec122ed3,,928,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trainer/trpoke.narc,left-only,a8af8c65eb4ae5ba2a3533d9bf4243f84761fdafb833e270472ddbe86c6e5891,,928,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trgra/trbgra.narc,left-only,f79e0d8d661219e34a7fdf46d8a29a6571b905fa1a0c3ff4c14f2b4555fce278,,55,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trgra/trfgra.narc,left-only,1b9c3dfdcc3d7f4a710fac0f75fa16b501e0a419ebb5f94cc54ac13d17c195e5,,525,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trmsg/trtbl.narc,left-only,0af2ad166a7358a2c752ba16f1143600fb63fbf82f3d7763c5275073dd8939ac,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trmsg/trtblofs.narc,left-only,19c3b90af496b3979f72761f86d1975aa4fb08d9ca39812a2332762672a30355,,1,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/waza/pl_waza_tbl.narc,left-only,3781f3e96960ce2a2a363e7860c9ae0f99922f539b34673ab60dd80c8cc5669d,,471,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/waza/waza_tbl.narc,left-only,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,,471,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/resource/kor/b_plist/b_plist_gra.narc,left-only,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,,28,,
